OTUID,Kingdom,Phylum,Order,Class,Family,Genus,Species
03074e3a7f59edb0c2e76aa7c5b50a83,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cardiobacteriales,D_4__Wohlfahrtiimonadaceae,D_5__Ignatzschineria,
030c9a5bc9906e439e589d7e6177d084,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Subgroup2,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
030fa19d37a96bc8048cc9e28e319a48,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Prevotella6,D_6__Prevotellasp.HUN102
034d7f32236a1f5acf8fd768025ec5b3,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__archaeonGW2011_AR15,D_4__archaeonGW2011_AR15,D_5__archaeonGW2011_AR15,D_6__archaeonGW2011_AR15
034dfd29831ce8e494d4f3e86b85b7f3,D_0__Bacteria,D_1__Armatimonadetes,D_2__Chthonomonadetes,D_3__Chthonomonadales,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
034e4b10b05b7dd6c8dc38b7d1167658,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__CPla-3termitegroup,D_5__metagenome,D_6__metagenome
034ea5c3ac26764fc7c4a03ef52aefff,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prolixibacteraceae,D_5__BSV13,D_6__unculturedbacterium
034f4965970cbd63dffb5936761dc2b9,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Alloprevotella,D_6__unculturedbacterium
03554b864832ca5feb516d9dc148356a,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__PB19,D_4__unculturedorganism,D_5__unculturedorganism,D_6__unculturedorganism
035c8b03b37a5c9f91326479ec94567e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,D_5__uncultured,D_6__unculturedorganism
035e95a9148671d52740c61d4d70138a,D_0__Bacteria,D_1__WOR-1,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0362c287467fb4f32e1a5fa0614a36be,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
036561a79d206b1c846c53e94936e6ff,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Caproiciproducens,D_6__RuminococcaceaebacteriumCPC-11
036f74c754ea6050669f1a1e1d130ad8,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0378f0568197c2dc70aaeefec3d38f9d,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedarchaeon,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
037b754f1f6c8a839c2a9019f5dcbe20,D_0__Bacteria,D_1__Kiritimatiellaeota,D_2__Kiritimatiellae,D_3__WCHB1-41,D_4__unculturedsoilbacteriumPBS-III-20,D_5__unculturedsoilbacteriumPBS-III-20,D_6__unculturedsoilbacteriumPBS-III-20
03801b0be728aecb411b83b676cec683,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__unculturedGemmatimonadetesbacterium,D_5__unculturedGemmatimonadetesbacterium,D_6__unculturedGemmatimonadetesbacterium
03835bcbf0035cc84f300b21ddbf1cd8,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0387e364a65523897f17d99c4e938d64,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__Propionispira,D_6__unculturedbacterium
038d25b77f6d48a42ebeeb8c7a17f93a,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Desulfarculales,D_4__Desulfarculaceae,D_5__uncultured,D_6__unculturedMyxococcalesbacterium
0390da1e4b0964c566ee670278f52328,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
03a5283e6bdb83458ed5b8d1ec6093fa,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,D_5__Rubellimicrobium,
03aed9ddb834026b4c635804e1809087,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,,
03b204a4853f67f2c0bc5a73d24e866f,D_0__Bacteria,,,,,,
03b25007037e1018af77c31d08e55ef9,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__uncultured,
03b33ccd7640feb537509a9a29c1cf73,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia(Subgroup4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__JGI0001001-H03,
03b9391920a95ff42557da2f446dbd26,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__AKAU3564sedimentgroup,D_5__unculturedorganism,D_6__unculturedorganism
03bada6c8466e5c63dec50da7619783c,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae1,D_5__Clostridiumsensustricto7,
03c573505d274bba465e20eb60a8e260,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Anaerolinea,D_6__metagenome
03c842f927fbfc55b1eb86dc07f4d293,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Lachnospiraceae,D_5__Syntrophococcus,D_6__unculturedbacterium
03d6a889c18a7dbcc4cbab8255012d8d,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Elioraeaceae,D_5__Elioraea,
03ddd37f14a28b6f530b0a912d639277,D_0__Bacteria,D_1__Zixibacteria,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
03df14c41b20a9576a175fd6a40a4c85,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__MSBL5,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
03e35f8efbf395b58e68e6c549d56238,D_0__Bacteria,D_1__Spirochaetes,D_2__MVP-15,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
03e3ba9b3e92d2afae23dab64a5b7916,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Tannerellaceae,D_5__Macellibacteroides,
03e94d2807b7faad25844851a3a66325,D_0__Bacteria,,,,,,
03ecfaec545786e20e0e1a4c0d2cfe9a,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,
03edc7bc8477d8cb6b281454808abda0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__NS11-12marinegroup,D_5__unculturedbacterium,D_6__unculturedbacterium
03ef30f98827a66e5e88cc7815ce35c8,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__BIrii41,D_5__unculturedproteobacterium,D_6__unculturedproteobacterium
03f5bfca6823aa16b947cb716b6401ad,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__SepB-3,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
03fc228d81f4950158ac43958e43d03d,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
0402a6afb9e0faaa088558fc2a467440,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__Omnitrophia,D_3__Omnitrophales,D_4__Omnitrophaceae,D_5__CandidatusOmnitrophus,D_6__unculturedprokaryote
04099036328a19a384a23dfc55d2296a,D_0__Bacteria,D_1__Cyanobacteria,D_2__Melainabacteria,D_3__Gastranaerophilales,D_4__rumenbacteriumYS2,D_5__rumenbacteriumYS2,D_6__rumenbacteriumYS2
040bd74a5c9b1a37501cd9fc4c554326,D_0__Archaea,D_1__Thaumarchaeota,D_2__Nitrososphaeria,D_3__Nitrososphaerales,D_4__Nitrososphaeraceae,,
040cdec28704c48bec2d7506e104382b,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup22,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
040e76434e7d972c9d8183bf7aad267c,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__Veillonella,D_6__Veillonellamagna
041f0f91f2bd390d5846cd43b3eb0cf2,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__uncultured,D_6__unculturedsoilbacterium
042325f8da697a6449b64da0e1ebec00,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__mle1-27,,
04234bf3205d6ee296d0a43479658439,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Ectothiorhodospirales,D_4__Thioalkalispiraceae,D_5__Thioalkalispira,
0429d67f1ab3cf260189f23f42930698,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__Kryptoniales,D_4__MSB-3C8,D_5__unculturedbacterium,D_6__unculturedbacterium
042ac43d379261c36e400f0446d10353,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__unculturedproteobacterium,D_6__unculturedproteobacterium
042c0807f85308ee7954fddd22cdc660,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Oscillibacter,D_6__unculturedorganism
0432877fc01c43c0489dbadfc700b60e,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__RuminococcaceaeUCG-012,D_6__unculturedbacterium
0432da5022f5d54371fed7351fcbbe60,D_0__Bacteria,D_1__Armatimonadetes,D_2__Fimbriimonadia,D_3__Fimbriimonadales,D_4__Fimbriimonadaceae,D_5__unculturedbacterium,D_6__unculturedbacterium
043888a92328ecf944d3e0f310cc3971,D_0__Bacteria,,,,,,
043a47ead0803450c0f1ef5d3b5cb8a0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Haliangiaceae,D_5__Haliangium,
043cf58e55492701d6ae6f3cd0e6a207,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,,,
043d346aae65218c694842e0c9943ea5,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,,
044423a990f9feff29761af8f32304b2,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__Omnitrophia,D_3__unculturedorganism,D_4__unculturedorganism,D_5__unculturedorganism,D_6__unculturedorganism
044a744a424777d6817f2e3ac0fe1bb1,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Nanohaloarchaeia,D_3__DeepSeaEuryarchaeoticGroup(DSEG),D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
04524511556ae43c41266c364d115459,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cardiobacteriales,D_4__Wohlfahrtiimonadaceae,D_5__Ignatzschineria,
045e9dae9419c056045cbe43cce24cba,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Verrucomicrobiaceae,D_5__Prosthecobacter,
0465c7ec8a29a13a6118284fc3ac41a2,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Treponema2,D_6__gutmetagenome
046773b3629b1b6a3705063c80526dde,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__bacteriumenrichmentculturecloneB176(2011)
0468180176a2313e65c64de985bf52a1,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
04682edcdd4a8f6b46c0c07e7b5d6b7e,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Chloroflexaceae,D_5__Oscillochloris,D_6__unculturedChloroflexibacterium
046b9f2bdf6f5c3abe903f42c5def661,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Puniceicoccaceae,D_5__Verruc-01,D_6__unculturedsoilbacterium
0470a1bffabe9f71f10c44c0df9ef66a,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla3lineage,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
04738de6554e40ac69734e17453d1dd6,D_0__Bacteria,D_1__Elusimicrobia,D_2__Elusimicrobia,D_3__MVP-88,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
04750b35999a335ee206ca2372289b68,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__ST-12K33,D_5__unculturedbacterium,D_6__unculturedbacterium
0478c7cf3530362d73011c50ba376e7c,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,,
047922642fcfea3fc1821345b7a8ae3a,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__Planctomicrobium,D_6__unculturedPlanctomycessp.
0479c79f45a09a2ce74cb1ee37034cda,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,
047a4d98abeae0ba10c3d1e14198a300,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Novosphingobium,
047cc3d55e37e39d3ad29201d7c77435,D_0__Bacteria,D_1__Actinobacteria,,,,,
047d0104aa1f7914bd7645978150a913,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
047f0e3ca34d0c39a2fc83d2e894fde2,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS17,,
048248139938aad54c73f98a6bd6777a,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__Iamiaceae,D_5__Iamia,
0482c8dee584d768eeae5e76540aea17,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
048ac7e4667265ddbe6a1086cf3983d1,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Verrucomicrobiaceae,D_5__Brevifollis,D_6__unculturedbacterium
048d2fe48e627d31cf210062b56fb6c4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS17,D_5__unculturedsoilbacterium,D_6__unculturedsoilbacterium
048d631de65251b3418a86acc37a90e4,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
04912bf32c87d55bbe76f808b5cfd4a1,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Alloprevotella,
049137d49885d0df0060d7f5dd179e5b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__RuminococcaceaeUCG-014,D_6__unidentifiedrumenbacteriumJW32
04929cf2340be337ded8bb5dc225eb9d,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_4__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_5__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_6__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7
0493fe7468b8cddbed989e535e2433e5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Ruminiclostridium1,D_6__unculturedbacterium
0495b04e3182d855f90581111ef39bba,Unassigned,,,,,,
049f933e43dde6ffd9f04c98822c9c32,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__Oligoflexaceae,D_5__uncultured,D_6__unculturedbacterium
04a70bc9ddc276116dcef11a7d1dbbc0,D_0__Bacteria,D_1__WOR-1,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
04a7478a8a6db28361a7e0699ddd2239,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Methylacidiphilales,D_4__Methylacidiphilaceae,D_5__uncultured,D_6__unculturedbacterium
04ae8e62db6bd71a7a6e40d016af11ed,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__Kryptoniales,D_4__BSV26,D_5__denitrifyingbacteriumenrichmentculturecloneNOA_1_E9,D_6__denitrifyingbacteriumenrichmentculturecloneNOA_1_E9
04afb98a8f82728b9f1192f78633d14f,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Chromatiales,D_4__Chromatiaceae,D_5__Thiobaca,D_6__unculturedbacterium
04b0ed6f28805261acc67851705f9e11,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__unculturedbacterium
04b15626aa7e1a1da49dae098e4ca335,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
04b4ed8ceabf387ba2caa3e54509965d,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__uncultured,D_5__uncultureddeltaproteobacterium,D_6__uncultureddeltaproteobacterium
04b8f49ac6640372658f880e470c4272,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Ruminiclostridium1,
04baf999c7b5662175d782b5969a4abd,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Alloprevotella,D_6__unculturedbacterium
04bdca79f3d3ad189780731967faf5c0,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
04be6259a5c9a08a6f9ee3c35169a800,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedarchaeon,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
04bfa26b3209850428c4ae09b1d4f4b8,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__RhizobialesIncertaeSedis,D_5__uncultured,D_6__metagenome
04d4b9cae7a8fa0c744b88e0553960ce,D_0__Bacteria,D_1__Bacteroidetes,D_2__Chlorobia,D_3__Chlorobiales,D_4__Chlorobiaceae,D_5__Chlorobium,
04e3285d40bdfaddc42a05decf6f50a1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Uliginosibacterium,
04e71b415c469d2c6604b8f344ea0738,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Spirosomaceae,D_5__Fluviimonas,D_6__unculturedbacterium
04ecfad5772d2e09a84a0f5ef460536c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium,
04edaa963304c466674c30f9f9bb087e,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Peptostreptococcaceae,D_5__Paeniclostridium,
04f2c7c9c1d95235d24bd5054dcdac00,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
04fab52e203dbb409b0bc2a03277e110,D_0__Bacteria,D_1__WOR-1,,,,,
04fadc86bdbdb7598ba89d581c539126,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,,
04fb4ab453a6623e307ff53cdf0be204,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Sva0485,D_4__unculturedprokaryote,D_5__unculturedprokaryote,D_6__unculturedprokaryote
04fbf80c205e6b2e404963885207ec04,D_0__Bacteria,D_1__Kiritimatiellaeota,D_2__Kiritimatiellae,D_3__WCHB1-41,,,
04fc5167b2c2ddb81d3301e352c262f1,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__Acetonema,D_6__unculturedbacterium
0500eede7113de7244683fc888579898,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Marinifilaceae,D_5__uncultured,D_6__unculturedbacterium
05024aa71c945b1c3ad1c876ddd4fa68,D_0__Bacteria,D_1__Proteobacteria,,,,,
05058e74d8191a699edc48a6b78f29bc,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__unculturedChloroflexibacterium
051fe2e30bc5a9737ffa5cd363754a44,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__uncultured,D_6__unculturedbacterium
052a5dbe6b89fbbf2c0cc047ce7ee236,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,D_6__Planctomycessp.SH-PL14
052c604a1ba529e7258413e001d0cddb,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Bacteroidaceae,D_5__Bacteroides,
0532333330adb2ccf7959382dbfefc03,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__SAR324clade(MarinegroupB),D_4__unculturedsoilbacterium,D_5__unculturedsoilbacterium,D_6__unculturedsoilbacterium
053342e3cd2e10b89753b3d0a2d66cb8,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__NS11-12marinegroup,,
053c09f43a8ca677723e10f2650f95aa,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methyloligellaceae,D_5__uncultured,
05411b05bc2b0c21ae43402e819238ad,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__S-70,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
054907acf59dffbf8798129b53cde191,D_0__Bacteria,D_1__Kiritimatiellaeota,D_2__Kiritimatiellae,D_3__WCHB1-41,D_4__unculturedVerrucomicrobiabacterium,D_5__unculturedVerrucomicrobiabacterium,D_6__unculturedVerrucomicrobiabacterium
054c0fd3c21b313e437186766eb663bc,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Lentimicrobiaceae,D_5__iron-reducingbacteriumenrichmentculturecloneHN105,D_6__iron-reducingbacteriumenrichmentculturecloneHN105
054df8594eb471a13d2054be6ae6dc25,D_0__Bacteria,D_1__BRC1,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0554fe90517340b9c59d2d85147b8621,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_4__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_5__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_6__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7
0556584a4f0bd2c0dcdf836e890d6d6d,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__Tepidisphaeraceae,D_5__unculturedbacterium,D_6__unculturedbacterium
05582eda4d3395bf9a6912f8e57fcf40,D_0__Bacteria,D_1__Cyanobacteria,D_2__Melainabacteria,D_3__Obscuribacterales,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
055f20ff2922a9447a44ca578ede136e,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophobacteraceae,D_5__uncultured,D_6__unculturedproteobacterium
055f2cb2207e74afb3d6740a5f42d6ad,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Zantedeschiaaethiopica,D_6__Zantedeschiaaethiopica
05614e1ea0e9eb21cd7347eb83eab341,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__uncultured,
05662a8e00e47406436cb22bf7532ac9,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Microscillaceae,D_5__OLB12,D_6__unculturedbacterium
056e043778ebbbf6d539b20e7c61fe7c,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Christensenellaceae,D_5__ChristensenellaceaeR-7group,
057685c53271df828ab2b586117dc7b1,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__unculturedChloroflexibacterium
05776794da10e58289f258d2ea0b31c6,D_0__Bacteria,D_1__Patescibacteria,D_2__Berkelbacteria,,,,
057cacbbe34bdbbc793493d815518ae4,D_0__Archaea,D_1__Diapherotrites,D_2__Micrarchaeia,D_3__unculturedarchaeon,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
