OTUID,Kingdom,Phylum,Order,Class,Family,Genus,Species
2d6c7358bf9f40e4afaff6cf6ea9b121,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__unculturedbacterium
2d6e0e003e762ebf77fcc6b163984208,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__CPla-3termitegroup,D_5__metagenome,D_6__metagenome
2d72c4d312fa8e0a354471511c3d8bb1,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
2d742d7b2665f8af624afb9fab6369c1,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__Omnitrophia,,,,
2d79d3d643e036d6edeb07c3388ec058,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_4__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_5__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_6__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7
2d7ba805ec7b3d7d79e2a783d6115b5c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Tistrellales,D_4__Geminicoccaceae,D_5__CandidatusAlysiosphaera,D_6__metagenome
2d864941972b6c63f5b04fe138d8fa66,D_0__Bacteria,D_1__Acetothermia,D_2__Acetothermiia,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2d87055b819bc81e7c60089106ca7fd7,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,D_5__unculturedbacterium,D_6__unculturedbacterium
2d8bec17f4516618ab6e03e826fad51b,D_0__Bacteria,D_1__Acidobacteria,D_2__Aminicenantia,D_3__Aminicenantales,D_4__unculturedmicroorganism,D_5__unculturedmicroorganism,D_6__unculturedmicroorganism
2d8f36ece772bf4bbce6938a549658e7,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__Omnitrophia,D_3__Omnitrophales,D_4__Omnitrophaceae,D_5__CandidatusOmnitrophus,D_6__unculturedbacterium
2d8f8b17e97640ef19835f7ae168e42c,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__RBG-16-58-14,D_6__unculturedChloroflexibacterium
2d9a9d6012e671d8135cb2df734d9edd,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatimonas,D_6__unculturedbacterium
2d9efd0aff1b4426ab22b3d26377a4fe,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__PrevotellaceaeNK3B31group,D_6__unculturedbacterium
2da1ffca6c2b57046ba9d58302618c34,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Tannerellaceae,D_5__Macellibacteroides,D_6__unculturedbacterium
2da78acf27faad8a1180fe3e3adfdeb7,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__uncultured,D_6__unculturedsoilbacterium
2dbfce0bec646629846dc72dc656cdb6,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedarchaeon,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
2dc1ee417b8d91902a37bee58a6f9066,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Treponema2,
2dc2fff90d15a067871c7515ed71fae9,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__RBG-16-58-14,D_6__unculturedbacterium
2dc3c5cb1bda42850c21a3c76a06a423,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Salinispira,D_6__metagenome
2dc8c444ad9f8a5c9faea559955815af,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__Oligoflexaceae,D_5__uncultured,D_6__unculturedbacterium
2de6e0e11cc662e4ba37684320d67824,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__Haliscomenobactersp.JS224
2ded6e598c776c947fea91aeff16dacb,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,,,
2dff0f72bf74069552c5d24381fa8ebf,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophaceae,D_5__Syntrophus,D_6__uncultureddeltaproteobacterium
2e083d75de9fa3d56974460fbf61ba34,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
2e0e234b98d07b541e201ec929177eff,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,,
2e12d27906ba53d79e0f757a39f5346c,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXIII,D_5__[Eubacterium]brachygroup,
2e134c632294bedb956864983cb22d1e,Unassigned,,,,,,
2e13e56390acb8b46eddaae0efd5d2a5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Syntrophomonadaceae,D_5__Syntrophomonas,D_6__unculturedbacterium
2e16de5e93da9e434e3ecef821365a83,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,
2e17669de4f42af169cf977274700084,D_0__Archaea,D_1__Euryarchaeota,D_2__Thermoplasmata,D_3__uncultured,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
2e1b6bbbba876beb27b12cefef5ba3f4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__OPB56,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2e24bb5fff3e9d9dd0e71b8bc345afdb,D_0__Bacteria,D_1__Patescibacteria,D_2__Parcubacteria,D_3__CandidatusNomurabacteria,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2e264adf6874f8d35fe9f8989054a929,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__unculturedsludgebacteriumA31,D_5__unculturedsludgebacteriumA31,D_6__unculturedsludgebacteriumA31
2e271b1ef2a08bed124ac9265304667e,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2e2858610adc6f89731e6dc06ce65791,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__unculturedHaliscomenobactersp.
2e2a3bb57322c3e63ac852ce4900b810,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Flexilinea,
2e351cf0e4f1f7fcf3bad054a225e078,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae1,D_5__Clostridiumsensustricto5,D_6__unculturedbacterium
2e3a188270f049ccc230550f10cb15c0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,,
2e3dd5d00bd1d94fc4df2695458af865,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,,,
2e449535db782263f33ae525233d10dd,D_0__Bacteria,D_1__Omnitrophicaeota,,,,,
2e4a2e5ad75f2d321aadefddacb2fca7,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__GammaproteobacteriaIncertaeSedis,D_4__UnknownFamily,D_5__Acidibacter,D_6__unculturedproteobacterium
2e4f2b53b856c4def6d021d01f5abb70,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Lachnospiraceae,D_5__Dorea,
2e5237e0d567c21e399028e19afd67e9,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__uncultured,D_6__unculturedsoilbacterium
2e5882b10ef5a2b4277de9e3b75ac7ff,D_0__Bacteria,D_1__Fibrobacteres,D_2__Fibrobacteria,D_3__Fibrobacterales,D_4__CandidatusRaymondbacteria,D_5__unculturedbacterium,D_6__unculturedbacterium
2e6168699ac6e9db6a9dc09a948cddd3,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Leptolinea,D_6__unculturedsoilbacterium
2e669c1f8b9d68adba22b41f0856d1cb,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__unculturedbacterium
2e6b1a17041ec54e41714dfb2c70f8d7,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Absconditabacteriales(SR1),,,
2e6d3ced250a89cf33f8d6a5597ba5fc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Lachnospiraceae,,
2e6f068574c1748a6bbb010fe64b7300,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__mle1-27,,
2e70c426e72833c721140e0c56dd8f47,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__DeltaproteobacteriaIncertaeSedis,D_4__UnknownFamily,D_5__Deferrisoma,D_6__uncultureddeltaproteobacterium
2e794c04b04d905decccf71180a5aaad,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2e7a72e06de6180f836349fad78c8e0e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,,
2e8107e5c9f7ae1e986416e8581ba7d2,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,D_5__Finegoldia,
2e81e0b92ab3dee6e551098b2399e838,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,,
2e87f9e42d97332835638d9471376123,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__unculturedRhodospirillaceaebacterium,D_6__unculturedRhodospirillaceaebacterium
2e8ca275957420d22bf76ae36f1ab27e,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Micromonospora,
2e90b9f00d6250d41eebdd60075427d9,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,
2e92aa99977e2c36f2b6fde99ad36ab9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Ruminiclostridium9,D_6__unculturedRuminococcaceaebacterium
2e94bc4a28777f5f9fab15c1f160d3c3,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2e95894bf90a0cb58f391044deb3f419,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Neisseriaceae,D_5__uncultured,D_6__unculturedbetaproteobacterium
2e964a81284c28e22b39b86504de442a,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,,,,
2e987a87bb96ac7f5647a0e536d9efd4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__NS11-12marinegroup,D_5__unculturedbacterium,D_6__unculturedbacterium
2ea29efe6c75478e3b2c437686ae29ae,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micropepsales,D_4__Micropepsaceae,D_5__uncultured,D_6__unculturedbacterium
2ea2a42bfb188331681c90474b7b0d19,D_0__Bacteria,D_1__BRC1,,,,,
2eaa64be7bfd274e22aa6df5ecf080eb,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__RuminococcaceaeUCG-013,D_6__unculturedbacterium
2eacd2d5ba9547de7bbd0df089add4f8,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__BacteroidetesBD2-2,,
2eaf053cb3c8463bdd2e095da45be3ee,D_0__Bacteria,D_1__Spirochaetes,D_2__V2072-189E03,D_3__unculturedSpirochaetalesbacterium,D_4__unculturedSpirochaetalesbacterium,D_5__unculturedSpirochaetalesbacterium,D_6__unculturedSpirochaetalesbacterium
2eaf9082daedae00411907b256b0265e,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,,,,
2eb306c0db446a32ead095ff880aeb47,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__unculturedTreponemasp.
2ebea9ca5df5060d0ea7b90fdea7b766,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
2ec4b13e776ce3953338631acdbec0ed,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Alloprevotella,D_6__unculturedbacterium
2ecfbf705db30a88d354039c55ca91ae,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Vermiphilaceae,D_5__unculturedbacterium,D_6__unculturedbacterium
2ed1b88a195dcd208c2c2ce488601007,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__Micavibrionaceae,D_5__uncultured,
2edaa549fed7d8d5b10bda62763e88e8,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Lachnospiraceae,D_5__Oribacterium,D_6__unculturedbacterium
2edc6e0c70bf28187ff9f0a406cf5b74,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,
2ee3cef8b9504a46eaf558f47a5cc8fb,D_0__Bacteria,D_1__Cloacimonetes,D_2__Cloacimonadia,D_3__Cloacimonadales,D_4__PBS-18,D_5__unculturedbacterium,D_6__unculturedbacterium
2ee8f2b3ab2530d891e82c4e2d48f761,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__RuminococcaceaeUCG-014,
2eeedead0f29786a7ec9cf13de5f5144,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Azotobacter,D_6__Azotobacterchroococcum
2ef1e51ab1cf99a3c6417b05a060830e,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales,D_4__Lactobacillaceae,D_5__Lactobacillus,
2ef77ff9ca9b7f60884ec6b8ff54ab6c,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__OlaviusilvaeassociatedproteobacteriumDelta7,D_6__OlaviusilvaeassociatedproteobacteriumDelta7
2ef95c3edc75b7308de266af950e18d9,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Fictibacillus,
2eff43da91c5f35fb8d4c35152a87d21,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
2f00861a618db2aaa12558e071153d4c,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prolixibacteraceae,,
2f01469ca980aca463ab2c94b1da4d5a,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__Microbacter,D_6__unculturedBacteroidetesbacterium
2f078d6d119bb6cd3eb0a7c105872680,D_0__Bacteria,D_1__Fibrobacteres,D_2__Fibrobacteria,D_3__Fibrobacterales,D_4__B122,D_5__unculturedbacterium,D_6__unculturedbacterium
2f0f7e606ffb0fe24f2c6fcbf04e640f,D_0__Bacteria,,,,,,
2f111ec75c56968419ea2ab8ff74ad17,D_0__Bacteria,D_1__Latescibacteria,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2f13ee4d5ca437ffa17317fde105386c,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2f16b692192ae94938fe9349b50b9387,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__MollicutesRF39,,,
2f178b4f5edc7104c03c8084c5ac8c24,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,D_4__Charavulgaris,D_5__Charavulgaris,D_6__Charavulgaris
2f1a96b348fc7f113204adf1c136c398,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__unculturedAnaerolineaceaebacterium
2f1e619a66f2e36e18525b1146270864,D_0__Bacteria,D_1__WOR-1,,,,,
2f1e9cb6c58028dbe3bf608cbf09ac67,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Methylobacter,D_6__unculturedgammaproteobacterium
2f219b5d39d1791a5905862c85401eff,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXIII,D_5__FamilyXIIIAD3011group,D_6__unculturedbacterium
2f22ef25a20d4d6c6d90a7ef9e7f4f40,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Eubacteriaceae,D_5__Acetobacterium,
2f23ae1dded4bbb8bd07cfc7f6427336,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinimonadaceae,D_5__Chitinivorax,D_6__unculturedbacterium
2f27af1a935fc28a8781a3a2d5826837,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__CandidatusAccumulibacter,
2f2bad94b16875d55af62e4ea4fcac0d,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,
2f2bbc55cdbfb4b747424965ca5a1afc,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,,,
2f347dd892f1d349710d3f9b9f7593e8,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Nostocales,D_4__Nostocaceae,D_5__CylindrospermopsisCRJ1,D_6__bacterium
2f35ff346f7f8ac42baed3784e296006,D_0__Bacteria,D_1__FCPU426,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2f36a0f11e99cf761e266966b11a25ca,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__P3OB-42,D_5__unculturedbacterium,D_6__unculturedbacterium
2f4a3570ed259cdce4068f10bcc14a71,D_0__Bacteria,,,,,,
2f4a58b904363aeae2dd2787137967f7,D_0__Bacteria,D_1__Patescibacteria,D_2__Parcubacteria,D_3__CandidatusWolfebacteria,D_4__CandidatusWolfebacteriabacteriumRIFCSPHIGHO2_01_FULL_48_22,D_5__CandidatusWolfebacteriabacteriumRIFCSPHIGHO2_01_FULL_48_22,D_6__CandidatusWolfebacteriabacteriumRIFCSPHIGHO2_01_FULL_48_22
2f4c1550c1350f87124959987f744663,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Barnesiellaceae,D_5__uncultured,D_6__unculturedbacterium
2f5419d78330c795b98174d69b6081e9,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales,D_4__Erysipelotrichaceae,D_5__Turicibacter,
2f5a27b49137cbe27cea2e038a0680d6,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__uncultured,D_6__unculturedsoilbacterium
2f5c650fc81d6b87cb7104327600aa51,D_0__Bacteria,D_1__Omnitrophicaeota,,,,,
2f5f40b37958b96510681868b36ec7ae,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__uncultured,
2f70f80fe45455d3b8a392796ce132e2,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__MollicutesRF39,,,
2f72a2f6c03c2982fcfa1f47fa11c42e,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__AKAU3564sedimentgroup,,
2f79cd38b14686d9088a6130adf4e809,D_0__Bacteria,D_1__Latescibacteria,,,,,
2f7c00c5c909f22f786f9a97c03a1931,D_0__Bacteria,D_1__Patescibacteria,D_2__CPR2,,,,
2f8ad4365632e4a05d8897ac4ee70b3a,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales,D_4__Lactobacillaceae,D_5__Lactobacillus,D_6__Lactobacillusreuteri
2f8c801071867847fa8e1df2b5e17499,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__Oligoflexaceae,D_5__Oligoflexus,D_6__uncultureddeltaproteobacterium
2f8d71c8fa11482258b8f448166259d0,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusDiapherotritesarchaeonADurb.Bin253,D_4__CandidatusDiapherotritesarchaeonADurb.Bin253,D_5__CandidatusDiapherotritesarchaeonADurb.Bin253,D_6__CandidatusDiapherotritesarchaeonADurb.Bin253
2f8da5fa9870e3dda68184210b5798e3,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusDiapherotritesarchaeonADurb.Bin253,D_4__CandidatusDiapherotritesarchaeonADurb.Bin253,D_5__CandidatusDiapherotritesarchaeonADurb.Bin253,D_6__CandidatusDiapherotritesarchaeonADurb.Bin253
2f9da391db0d49082f191c43a84b3fdd,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,,
2f9faaf505d12e403dc0ad00ddf5cda6,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Absconditabacteriales(SR1),D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2faacc5e6fa0abb79d1b768f82a3626c,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SJA-15,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2fac845da336657d55f1a9f350c6bc09,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methyloligellaceae,D_5__uncultured,D_6__metagenome
2fad586429c8388638d02d734e58ce3c,D_0__Bacteria,,,,,,
2fae29794e1c66c52b3bc625f3d608eb,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Phaselicystidaceae,D_5__Phaselicystis,D_6__unculturedbacterium
2fb487ed862f95943b733db70b6e7232,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__JG36-GS-52,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2fb5d4e8fc9d375ed474f57a80ab280f,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Lentimicrobiaceae,,
2fb75c5df775e3928320f7dd992f5e98,D_0__Archaea,D_1__Crenarchaeota,D_2__Verstraetearchaeia,D_3__Methanomethyliales,D_4__Methanomethyliaceae,D_5__CandidatusMethanomethylicus,
2fb77758332c1c65781c4ce030fa0efe,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales,D_4__Aerococcaceae,D_5__Aerococcus,
2fb999b7802730c209e56fc242b92104,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__unculturedorganism
2fbba9db8001453130984be6cba01492,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Ardenticatenales,D_4__uncultured,D_5__unculturedbacterium,D_6__unculturedbacterium
2fc1ebcc73a10b2828b1be5e947b7c1e,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Lacibacter,D_6__unculturedChitinophagaceaebacterium
2fcdfe398c104e15c4c7362be63857f8,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingoaurantiacus,D_6__unculturedbacterium
2fd0256223fb390a424b53be73441008,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
2fd303f5043f501536c4e8f8895c7023,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophaceae,D_5__Desulfobacca,D_6__unculturedbacterium
2fd446772c2312a30907eaed545830d8,D_0__Bacteria,D_1__Planctomycetes,D_2__Pla4lineage,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
2fd72bbc45c703b4be5402e4cdbfbd89,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,,
2fdd6cb26bb4ee6a6b7776e6bab0d522,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,,,
2fe5563d3c9da0038fab4b981dd391be,D_0__Bacteria,D_1__Elusimicrobia,D_2__Endomicrobia,D_3__Endomicrobiales,D_4__Endomicrobiaceae,D_5__CandidatusEndomicrobium,D_6__unculturedbacterium
2fe94279e74df7659c89d544bfc44742,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Subdoligranulum,
